% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
611	1	5	15	0	28	277	0	1	0
611	1	6	1	0	28	277	0	1	0
611	1	8	16	0	28	277	0	1	0
611	1	9	4	0	28	277	0	1	0
611	1	10	11	0	28	277	0	1	0
612	1	1	12	0	28	277	0	1	0
612	1	2	10	0	28	277	0	1	0
612	1	3	2	0	28	277	0	1	0
612	1	5	15	0	28	277	0	1	0
612	1	6	1	0	28	277	0	1	0
612	1	7	9	0	28	277	0	1	0
612	1	8	16	0	28	277	0	1	0
612	1	10	11	0	28	277	0	1	0
613	1	1	12	0	28	277	0	1	0
613	1	2	10	0	28	277	0	1	0
613	1	4	3	0	28	277	0	1	0
613	1	5	15	0	28	277	0	1	0
613	1	7	9	0	28	277	0	1	0
613	1	8	16	0	28	277	0	1	0
613	1	9	4	0	28	277	0	1	0
613	1	10	11	0	28	277	0	1	0
614	1	1	12	0	28	277	0	1	0
614	1	2	10	0	28	277	0	1	0
614	1	3	2	0	28	277	0	1	0
614	1	4	3	0	28	277	0	1	0
614	1	6	1	0	28	277	0	1	0
614	1	7	9	0	28	277	0	1	0
614	1	9	4	0	28	277	0	1	0
614	1	10	11	0	28	277	0	1	0
615	1	2	10	0	28	277	0	1	0
615	1	3	2	0	28	277	0	1	0
615	1	4	3	0	28	277	0	1	0
615	1	5	15	0	28	277	0	1	0
615	1	6	1	0	28	277	0	1	0
615	1	7	9	0	28	277	0	1	0
615	1	8	16	0	28	277	0	1	0
615	1	9	4	0	28	277	0	1	0
616	1	1	12	0	28	277	0	1	0
616	1	3	2	0	28	277	0	1	0
616	1	4	3	0	28	277	0	1	0
616	1	5	15	0	28	277	0	1	0
616	1	6	1	0	28	277	0	1	0
616	1	8	16	0	28	277	0	1	0
616	1	9	4	0	28	277	0	1	0
616	1	10	11	0	28	277	0	1	0
617	1	1	12	0	28	277	0	1	0
617	1	2	10	0	28	277	0	1	0
617	1	3	2	0	28	277	0	1	0
617	1	5	15	0	28	277	0	1	0
617	1	6	1	0	28	277	0	1	0
617	1	7	9	0	28	277	0	1	0
617	1	8	16	0	28	277	0	1	0
617	1	10	11	0	28	277	0	1	0
618	1	1	12	0	28	277	0	1	0
618	1	2	10	0	28	277	0	1	0
618	1	4	3	0	28	277	0	1	0
618	1	5	15	0	28	277	0	1	0
618	1	7	9	0	28	277	0	1	0
618	1	8	16	0	28	277	0	1	0
618	1	9	4	0	28	277	0	1	0
618	1	10	11	0	28	277	0	1	0
619	1	1	12	0	28	277	0	1	0
619	1	2	10	0	28	277	0	1	0
619	1	3	2	0	28	277	0	1	0
619	1	4	3	0	28	277	0	1	0
619	1	6	1	0	28	277	0	1	0
619	1	7	9	0	28	277	0	1	0
619	1	9	4	0	28	277	0	1	0
619	1	10	11	0	28	277	0	1	0
620	1	2	10	0	28	277	0	1	0
620	1	3	2	0	28	277	0	1	0
620	1	4	3	0	28	277	0	1	0
620	1	5	15	0	28	277	0	1	0
620	1	6	1	0	28	277	0	1	0
620	1	7	9	0	28	277	0	1	0
620	1	8	16	0	28	277	0	1	0
620	1	9	4	0	28	277	0	1	0
621	1	1	12	0	28	277	0	1	0
621	1	3	2	0	28	277	0	1	0
621	1	4	3	0	28	277	0	1	0
621	1	5	15	0	28	277	0	1	0
621	1	6	1	0	28	277	0	1	0
621	1	8	16	0	28	277	0	1	0
621	1	9	4	0	28	277	0	1	0
621	1	10	11	0	28	277	0	1	0
622	1	1	12	0	28	277	0	1	0
622	1	2	10	0	28	277	0	1	0
622	1	3	2	0	28	277	0	1	0
622	1	5	15	0	28	277	0	1	0
622	1	6	1	0	28	277	0	1	0
622	1	7	9	0	28	277	0	1	0
622	1	8	16	0	28	277	0	1	0
622	1	10	11	0	28	277	0	1	0
623	1	1	12	0	28	277	0	1	0
623	1	2	10	0	28	277	0	1	0
623	1	4	3	0	28	277	0	1	0
623	1	5	15	0	28	277	0	1	0
623	1	7	9	0	28	277	0	1	0
623	1	8	16	0	28	277	0	1	0
623	1	9	4	0	28	277	0	1	0
623	1	10	11	0	28	277	0	1	0
624	1	1	12	0	28	277	0	1	0
624	1	2	10	0	28	277	0	1	0
624	1	3	2	0	28	277	0	1	0
624	1	4	3	0	28	277	0	1	0
624	1	6	1	0	28	277	0	1	0
624	1	7	9	0	28	277	0	1	0
624	1	9	4	0	28	277	0	1	0
624	1	10	11	0	28	277	0	1	0
625	1	2	10	0	28	277	0	1	0
625	1	3	2	0	28	277	0	1	0
625	1	4	3	0	28	277	0	1	0
625	1	5	15	0	28	277	0	1	0
625	1	6	1	0	28	277	0	1	0
625	1	7	9	0	28	277	0	1	0
625	1	8	16	0	28	277	0	1	0
625	1	9	4	0	28	277	0	1	0
626	1	1	12	0	28	277	0	1	0
626	1	3	2	0	28	277	0	1	0
626	1	4	3	0	28	277	0	1	0
626	1	5	15	0	28	277	0	1	0
626	1	6	1	0	28	277	0	1	0
626	1	8	16	0	28	277	0	1	0
626	1	9	4	0	28	277	0	1	0
626	1	10	11	0	28	277	0	1	0
627	1	1	12	0	28	277	0	1	0
627	1	2	10	0	28	277	0	1	0
627	1	3	2	0	28	277	0	1	0
627	1	5	15	0	28	277	0	1	0
627	1	6	1	0	28	277	0	1	0
627	1	7	9	0	28	277	0	1	0
627	1	8	16	0	28	277	0	1	0
627	1	10	11	0	28	277	0	1	0
628	1	1	12	0	28	277	0	1	0
628	1	2	10	0	28	277	0	1	0
628	1	4	3	0	28	277	0	1	0
628	1	5	15	0	28	277	0	1	0
628	1	7	9	0	28	277	0	1	0
628	1	8	16	0	28	277	0	1	0
628	1	9	4	0	28	277	0	1	0
628	1	10	11	0	28	277	0	1	0
629	1	1	12	0	28	277	0	1	0
629	1	2	10	0	28	277	0	1	0
629	1	3	2	0	28	277	0	1	0
629	1	4	3	0	28	277	0	1	0
629	1	6	1	0	28	277	0	1	0
629	1	7	9	0	28	277	0	1	0
629	1	9	4	0	28	277	0	1	0
629	1	10	11	0	28	277	0	1	0
630	1	2	10	0	28	277	0	1	0
630	1	3	2	0	28	277	0	1	0
630	1	4	3	0	28	277	0	1	0
630	1	5	15	0	28	277	0	1	0
630	1	6	1	0	28	277	0	1	0
630	1	7	9	0	28	277	0	1	0
630	1	8	16	0	28	277	0	1	0
630	1	9	4	0	28	277	0	1	0
631	1	1	12	0	28	277	0	1	0
631	1	3	2	0	28	277	0	1	0
631	1	4	3	0	28	277	0	1	0
631	1	5	15	0	28	277	0	1	0
631	1	6	1	0	28	277	0	1	0
631	1	8	16	0	28	277	0	1	0
631	1	9	4	0	28	277	0	1	0
631	1	10	11	0	28	277	0	1	0
632	1	1	12	0	28	277	0	1	0
632	1	2	10	0	28	277	0	1	0
632	1	3	2	0	28	277	0	1	0
632	1	5	15	0	28	277	0	1	0
632	1	6	1	0	28	277	0	1	0
632	1	7	9	0	28	277	0	1	0
632	1	8	16	0	28	277	0	1	0
632	1	10	11	0	28	277	0	1	0
633	1	1	12	0	28	277	0	1	0
633	1	2	10	0	28	277	0	1	0
633	1	4	3	0	28	277	0	1	0
633	1	5	15	0	28	277	0	1	0
633	1	7	9	0	28	277	0	1	0
633	1	8	16	0	28	277	0	1	0
633	1	9	4	0	28	277	0	1	0
633	1	10	11	0	28	277	0	1	0
634	1	1	12	0	28	277	0	1	0
634	1	2	10	0	28	277	0	1	0
634	1	3	2	0	28	277	0	1	0
634	1	4	3	0	28	277	0	1	0
634	1	6	1	0	28	277	0	1	0
634	1	7	9	0	28	277	0	1	0
634	1	9	4	0	28	277	0	1	0
634	1	10	11	0	28	277	0	1	0
635	1	2	10	0	28	277	0	1	0
635	1	3	2	0	28	277	0	1	0
635	1	4	3	0	28	277	0	1	0
635	1	5	15	0	28	277	0	1	0
635	1	6	1	0	28	277	0	1	0
635	1	7	9	0	28	277	0	1	0
635	1	8	16	0	28	277	0	1	0
635	1	9	4	0	28	277	0	1	0
636	1	1	12	0	28	277	0	1	0
636	1	3	2	0	28	277	0	1	0
636	1	4	3	0	28	277	0	1	0
636	1	5	15	0	28	277	0	1	0
636	1	6	1	0	28	277	0	1	0
636	1	8	16	0	28	277	0	1	0
636	1	9	4	0	28	277	0	1	0
636	1	10	11	0	28	277	0	1	0
637	1	1	12	0	28	277	0	1	0
637	1	2	10	0	28	277	0	1	0
637	1	3	2	0	28	277	0	1	0
637	1	5	15	0	28	277	0	1	0
637	1	6	1	0	28	277	0	1	0
637	1	7	9	0	28	277	0	1	0
637	1	8	16	0	28	277	0	1	0
637	1	10	11	0	28	277	0	1	0
638	1	1	12	0	28	277	0	1	0
638	1	2	10	0	28	277	0	1	0
638	1	4	3	0	28	277	0	1	0
638	1	5	15	0	28	277	0	1	0
638	1	7	9	0	28	277	0	1	0
638	1	8	16	0	28	277	0	1	0
638	1	9	4	0	28	277	0	1	0
638	1	10	11	0	28	277	0	1	0
639	1	1	12	0	28	277	0	1	0
639	1	2	10	0	28	277	0	1	0
639	1	3	2	0	28	277	0	1	0
639	1	4	3	0	28	277	0	1	0
639	1	6	1	0	28	277	0	1	0
639	1	7	9	0	28	277	0	1	0
639	1	9	4	0	28	277	0	1	0
639	1	10	11	0	28	277	0	1	0
640	1	2	10	0	28	277	0	1	0
640	1	3	2	0	28	277	0	1	0
640	1	4	3	0	28	277	0	1	0
640	1	5	15	0	28	277	0	1	0
640	1	6	1	0	28	277	0	1	0
640	1	7	9	0	28	277	0	1	0
640	1	8	16	0	28	277	0	1	0
640	1	9	4	0	28	277	0	1	0
641	1	1	12	0	28	277	0	1	0
641	1	3	2	0	28	277	0	1	0
641	1	4	3	0	28	277	0	1	0
641	1	5	15	0	28	277	0	1	0
641	1	6	1	0	28	277	0	1	0
641	1	8	16	0	28	277	0	1	0
641	1	9	4	0	28	277	0	1	0
641	1	10	11	0	28	277	0	1	0
642	1	1	12	0	28	277	0	1	0
642	1	2	10	0	28	277	0	1	0
642	1	3	2	0	28	277	0	1	0
642	1	5	15	0	28	277	0	1	0
642	1	6	1	0	28	277	0	1	0
642	1	7	9	0	28	277	0	1	0
642	1	8	16	0	28	277	0	1	0
642	1	10	11	0	28	277	0	1	0
643	1	1	12	0	28	277	0	1	0
643	1	2	10	0	28	277	0	1	0
643	1	4	3	0	28	277	0	1	0
643	1	5	15	0	28	277	0	1	0
643	1	7	9	0	28	277	0	1	0
643	1	8	16	0	28	277	0	1	0
643	1	9	4	0	28	277	0	1	0
643	1	10	11	0	28	277	0	1	0
644	1	1	12	0	28	277	0	1	0
644	1	2	10	0	28	277	0	1	0
644	1	3	2	0	28	277	0	1	0
644	1	4	3	0	28	277	0	1	0
644	1	6	1	0	28	277	0	1	0
644	1	7	9	0	28	277	0	1	0
644	1	9	4	0	28	277	0	1	0
644	1	10	11	0	28	277	0	1	0
645	1	2	10	0	28	277	0	1	0
645	1	3	2	0	28	277	0	1	0
645	1	4	3	0	28	277	0	1	0
645	1	5	15	0	28	277	0	1	0
645	1	6	1	0	28	277	0	1	0
645	1	7	9	0	28	277	0	1	0
645	1	8	16	0	28	277	0	1	0
645	1	9	4	0	28	277	0	1	0
646	1	1	12	0	28	277	0	1	0
646	1	3	2	0	28	277	0	1	0
646	1	4	3	0	28	277	0	1	0
646	1	5	15	0	28	277	0	1	0
646	1	6	1	0	28	277	0	1	0
646	1	8	16	0	28	277	0	1	0
646	1	9	4	0	28	277	0	1	0
646	1	10	11	0	28	277	0	1	0
647	1	1	12	0	28	277	0	1	0
647	1	2	10	0	28	277	0	1	0
647	1	3	2	0	28	277	0	1	0
647	1	5	15	0	28	277	0	1	0
647	1	6	1	0	28	277	0	1	0
647	1	7	9	0	28	277	0	1	0
647	1	8	16	0	28	277	0	1	0
647	1	10	11	0	28	277	0	1	0
648	1	1	12	0	28	277	0	1	0
648	1	2	10	0	28	277	0	1	0
648	1	4	3	0	28	277	0	1	0
648	1	5	15	0	28	277	0	1	0
648	1	7	9	0	28	277	0	1	0
648	1	8	16	0	28	277	0	1	0
648	1	9	4	0	28	277	0	1	0
648	1	10	11	0	28	277	0	1	0
649	1	1	12	0	28	277	0	1	0
649	1	2	10	0	28	277	0	1	0
649	1	3	2	0	28	277	0	1	0
649	1	4	3	0	28	277	0	1	0
649	1	6	1	0	28	277	0	1	0
649	1	7	9	0	28	277	0	1	0
649	1	9	4	0	28	277	0	1	0
649	1	10	11	0	28	277	0	1	0
650	1	2	10	0	28	277	0	1	0
650	1	3	2	0	28	277	0	1	0
650	1	4	3	0	28	277	0	1	0
650	1	5	15	0	28	277	0	1	0
650	1	6	1	0	28	277	0	1	0
650	1	7	9	0	28	277	0	1	0
650	1	8	16	0	28	277	0	1	0
650	1	9	4	0	28	277	0	1	0
651	1	1	12	0	28	277	0	1	0
651	1	3	2	0	28	277	0	1	0
651	1	4	3	0	28	277	0	1	0
651	1	5	15	0	28	277	0	1	0
651	1	6	1	0	28	277	0	1	0
651	1	8	16	0	28	277	0	1	0
651	1	9	4	0	28	277	0	1	0
651	1	10	11	0	28	277	0	1	0
652	1	1	12	0	28	277	0	1	0
652	1	2	10	0	28	277	0	1	0
652	1	3	2	0	28	277	0	1	0
652	1	5	15	0	28	277	0	1	0
652	1	6	1	0	28	277	0	1	0
652	1	7	9	0	28	277	0	1	0
652	1	8	16	0	28	277	0	1	0
652	1	10	11	0	28	277	0	1	0
653	1	1	12	0	28	277	0	1	0
653	1	2	10	0	28	277	0	1	0
653	1	4	3	0	28	277	0	1	0
653	1	5	15	0	28	277	0	1	0
653	1	7	9	0	28	277	0	1	0
653	1	8	16	0	28	277	0	1	0
653	1	9	4	0	28	277	0	1	0
653	1	10	11	0	28	277	0	1	0
654	1	1	12	0	28	277	0	1	0
654	1	2	10	0	28	277	0	1	0
654	1	3	2	0	28	277	0	1	0
654	1	4	3	0	28	277	0	1	0
654	1	6	1	0	28	277	0	1	0
654	1	7	9	0	28	277	0	1	0
654	1	9	4	0	28	277	0	1	0
654	1	10	11	0	28	277	0	1	0
655	1	2	10	0	28	277	0	1	0
655	1	3	2	0	28	277	0	1	0
655	1	4	3	0	28	277	0	1	0
655	1	5	15	0	28	277	0	1	0
655	1	6	1	0	28	277	0	1	0
655	1	7	9	0	28	277	0	1	0
655	1	8	16	0	28	277	0	1	0
655	1	9	4	0	28	277	0	1	0
656	1	1	12	0	28	277	0	1	0
656	1	3	2	0	28	277	0	1	0
656	1	4	3	0	28	277	0	1	0
656	1	5	15	0	28	277	0	1	0
656	1	6	1	0	28	277	0	1	0
656	1	8	16	0	28	277	0	1	0
656	1	9	4	0	28	277	0	1	0
656	1	10	11	0	28	277	0	1	0
657	1	1	12	0	28	277	0	1	0
657	1	2	10	0	28	277	0	1	0
657	1	3	2	0	28	277	0	1	0
657	1	5	15	0	28	277	0	1	0
657	1	6	1	0	28	277	0	1	0
657	1	7	9	0	28	277	0	1	0
657	1	8	16	0	28	277	0	1	0
657	1	10	11	0	28	277	0	1	0
658	1	1	12	0	28	277	0	1	0
658	1	2	10	0	28	277	0	1	0
658	1	4	3	0	28	277	0	1	0
658	1	5	15	0	28	277	0	1	0
658	1	7	9	0	28	277	0	1	0
658	1	8	16	0	28	277	0	1	0
658	1	9	4	0	28	277	0	1	0
658	1	10	11	0	28	277	0	1	0
659	1	1	12	0	28	277	0	1	0
659	1	2	10	0	28	277	0	1	0
659	1	3	2	0	28	277	0	1	0
659	1	4	3	0	28	277	0	1	0
659	1	6	1	0	28	277	0	1	0
659	1	7	9	0	28	277	0	1	0
659	1	9	4	0	28	277	0	1	0
659	1	10	11	0	28	277	0	1	0
660	1	2	10	0	28	277	0	1	0
660	1	3	2	0	28	277	0	1	0
660	1	4	3	0	28	277	0	1	0
660	1	5	15	0	28	277	0	1	0
660	1	6	1	0	28	277	0	1	0
660	1	7	9	0	28	277	0	1	0
660	1	8	16	0	28	277	0	1	0
660	1	9	4	0	28	277	0	1	0
661	1	1	12	0	28	277	0	1	0
661	1	3	2	0	28	277	0	1	0
661	1	4	3	0	28	277	0	1	0
661	1	5	15	0	28	277	0	1	0
661	1	6	1	0	28	277	0	1	0
661	1	8	16	0	28	277	0	1	0
661	1	9	4	0	28	277	0	1	0
661	1	10	11	0	28	277	0	1	0
662	1	1	12	0	28	277	0	1	0
662	1	2	10	0	28	277	0	1	0
662	1	3	2	0	28	277	0	1	0
662	1	5	15	0	28	277	0	1	0
662	1	6	1	0	28	277	0	1	0
662	1	7	9	0	28	277	0	1	0
662	1	8	16	0	28	277	0	1	0
662	1	10	11	0	28	277	0	1	0
663	1	1	12	0	28	277	0	1	0
663	1	2	10	0	28	277	0	1	0
663	1	4	3	0	28	277	0	1	0
663	1	5	15	0	28	277	0	1	0
663	1	7	9	0	28	277	0	1	0
663	1	8	16	0	28	277	0	1	0
663	1	9	4	0	28	277	0	1	0
663	1	10	11	0	28	277	0	1	0
664	1	1	12	0	28	277	0	1	0
664	1	2	10	0	28	277	0	1	0
664	1	3	2	0	28	277	0	1	0
664	1	4	3	0	28	277	0	1	0
664	1	6	1	0	28	277	0	1	0
664	1	7	9	0	28	277	0	1	0
664	1	9	4	0	28	277	0	1	0
664	1	10	11	0	28	277	0	1	0
665	1	2	10	0	28	277	0	1	0
665	1	3	2	0	28	277	0	1	0
665	1	4	3	0	28	277	0	1	0
665	1	5	15	0	28	277	0	1	0
665	1	6	1	0	28	277	0	1	0
665	1	7	9	0	28	277	0	1	0
665	1	8	16	0	28	277	0	1	0
665	1	9	4	0	28	277	0	1	0
666	1	1	12	0	28	277	0	1	0
666	1	3	2	0	28	277	0	1	0
666	1	4	3	0	28	277	0	1	0
666	1	5	15	0	28	277	0	1	0
666	1	6	1	0	28	277	0	1	0
666	1	8	16	0	28	277	0	1	0
666	1	9	4	0	28	277	0	1	0
666	1	10	11	0	28	277	0	1	0
667	1	1	12	0	28	277	0	1	0
667	1	2	10	0	28	277	0	1	0
667	1	3	2	0	28	277	0	1	0
667	1	5	15	0	28	277	0	1	0
667	1	6	1	0	28	277	0	1	0
667	1	7	9	0	28	277	0	1	0
667	1	8	16	0	28	277	0	1	0
667	1	10	11	0	28	277	0	1	0
668	1	1	12	0	28	277	0	1	0
668	1	2	10	0	28	277	0	1	0
668	1	4	3	0	28	277	0	1	0
668	1	5	15	0	28	277	0	1	0
668	1	7	9	0	28	277	0	1	0
668	1	8	16	0	28	277	0	1	0
668	1	9	4	0	28	277	0	1	0
668	1	10	11	0	28	277	0	1	0
669	1	1	12	0	28	277	0	1	0
669	1	2	10	0	28	277	0	1	0
669	1	3	2	0	28	277	0	1	0
669	1	4	3	0	28	277	0	1	0
669	1	6	1	0	28	277	0	1	0
669	1	7	9	0	28	277	0	1	0
669	1	9	4	0	28	277	0	1	0
669	1	10	11	0	28	277	0	1	0
670	1	2	10	0	28	277	0	1	0
670	1	3	2	0	28	277	0	1	0
670	1	4	3	0	28	277	0	1	0
670	1	5	15	0	28	277	0	1	0
670	1	6	1	0	28	277	0	1	0
670	1	7	9	0	28	277	0	1	0
670	1	8	16	0	28	277	0	1	0
670	1	9	4	0	28	277	0	1	0
671	1	1	12	0	28	277	0	1	0
671	1	3	2	0	28	277	0	1	0
671	1	4	3	0	28	277	0	1	0
671	1	5	15	0	28	277	0	1	0
671	1	6	1	0	28	277	0	1	0
671	1	8	16	0	28	277	0	1	0
671	1	9	4	0	28	277	0	1	0
671	1	10	11	0	28	277	0	1	0
672	1	1	12	0	28	277	0	1	0
672	1	2	10	0	28	277	0	1	0
672	1	3	2	0	28	277	0	1	0
672	1	5	15	0	28	277	0	1	0
672	1	6	1	0	28	277	0	1	0
672	1	7	9	0	28	277	0	1	0
672	1	8	16	0	28	277	0	1	0
672	1	10	11	0	28	277	0	1	0
673	1	1	12	0	28	277	0	1	0
673	1	2	10	0	28	277	0	1	0
673	1	4	3	0	28	277	0	1	0
673	1	5	15	0	28	277	0	1	0
673	1	7	9	0	28	277	0	1	0
673	1	8	16	0	28	277	0	1	0
673	1	9	4	0	28	277	0	1	0
673	1	10	11	0	28	277	0	1	0
674	1	1	12	0	28	277	0	1	0
674	1	2	10	0	28	277	0	1	0
674	1	3	2	0	28	277	0	1	0
674	1	4	3	0	28	277	0	1	0
674	1	6	1	0	28	277	0	1	0
674	1	7	9	0	28	277	0	1	0
674	1	9	4	0	28	277	0	1	0
674	1	10	11	0	28	277	0	1	0
675	1	2	10	0	28	277	0	1	0
675	1	3	2	0	28	277	0	1	0
675	1	4	3	0	28	277	0	1	0
675	1	5	15	0	28	277	0	1	0
675	1	6	1	0	28	277	0	1	0
675	1	7	9	0	28	277	0	1	0
675	1	8	16	0	28	277	0	1	0
675	1	9	4	0	28	277	0	1	0
676	1	1	12	0	28	277	0	1	0
676	1	3	2	0	28	277	0	1	0
676	1	4	3	0	28	277	0	1	0
676	1	5	15	0	28	277	0	1	0
676	1	6	1	0	28	277	0	1	0
676	1	8	16	0	28	277	0	1	0
676	1	9	4	0	28	277	0	1	0
676	1	10	11	0	28	277	0	1	0
677	1	1	12	0	28	277	0	1	0
677	1	2	10	0	28	277	0	1	0
677	1	3	2	0	28	277	0	1	0
677	1	5	15	0	28	277	0	1	0
677	1	6	1	0	28	277	0	1	0
677	1	7	9	0	28	277	0	1	0
677	1	8	16	0	28	277	0	1	0
677	1	10	11	0	28	277	0	1	0
678	1	1	12	0	28	277	0	1	0
678	1	2	10	0	28	277	0	1	0
678	1	4	3	0	28	277	0	1	0
678	1	5	15	0	28	277	0	1	0
678	1	7	9	0	28	277	0	1	0
678	1	8	16	0	28	277	0	1	0
678	1	9	4	0	28	277	0	1	0
678	1	10	11	0	28	277	0	1	0
679	1	1	12	0	28	277	0	1	0
679	1	2	10	0	28	277	0	1	0
679	1	3	2	0	28	277	0	1	0
679	1	4	3	0	28	277	0	1	0
679	1	6	1	0	28	277	0	1	0
679	1	7	9	0	28	277	0	1	0
679	1	9	4	0	28	277	0	1	0
679	1	10	11	0	28	277	0	1	0
680	1	2	10	0	28	277	0	1	0
680	1	3	2	0	28	277	0	1	0
680	1	4	3	0	28	277	0	1	0
680	1	5	15	0	28	277	0	1	0
680	1	6	1	0	28	277	0	1	0
680	1	7	9	0	28	277	0	1	0
680	1	8	16	0	28	277	0	1	0
680	1	9	4	0	28	277	0	1	0
681	1	1	12	0	28	277	0	1	0
681	1	3	2	0	28	277	0	1	0
681	1	4	3	0	28	277	0	1	0
681	1	5	15	0	28	277	0	1	0
681	1	6	1	0	28	277	0	1	0
681	1	8	16	0	28	277	0	1	0
681	1	9	4	0	28	277	0	1	0
681	1	10	11	0	28	277	0	1	0
682	1	1	12	0	28	277	0	1	0
682	1	2	10	0	28	277	0	1	0
682	1	3	2	0	28	277	0	1	0
682	1	5	15	0	28	277	0	1	0
682	1	6	1	0	28	277	0	1	0
682	1	7	9	0	28	277	0	1	0
682	1	8	16	0	28	277	0	1	0
682	1	10	11	0	28	277	0	1	0
683	1	1	12	0	28	277	0	1	0
683	1	2	10	0	28	277	0	1	0
683	1	4	3	0	28	277	0	1	0
683	1	5	15	0	28	277	0	1	0
683	1	7	9	0	28	277	0	1	0
683	1	8	16	0	28	277	0	1	0
683	1	9	4	0	28	277	0	1	0
683	1	10	11	0	28	277	0	1	0
684	1	1	12	0	28	277	0	1	0
684	1	2	10	0	28	277	0	1	0
684	1	3	2	0	28	277	0	1	0
684	1	4	3	0	28	277	0	1	0
684	1	6	1	0	28	277	0	1	0
684	1	7	9	0	28	277	0	1	0
684	1	9	4	0	28	277	0	1	0
684	1	10	11	0	28	277	0	1	0
685	1	2	10	0	28	277	0	1	0
685	1	3	2	0	28	277	0	1	0
685	1	4	3	0	28	277	0	1	0
685	1	5	15	0	28	277	0	1	0
685	1	6	1	0	28	277	0	1	0
685	1	7	9	0	28	277	0	1	0
685	1	8	16	0	28	277	0	1	0
685	1	9	4	0	28	277	0	1	0
686	1	1	12	0	28	277	0	1	0
686	1	3	2	0	28	277	0	1	0
686	1	4	3	0	28	277	0	1	0
686	1	5	15	0	28	277	0	1	0
686	1	6	1	0	28	277	0	1	0
686	1	8	16	0	28	277	0	1	0
686	1	9	4	0	28	277	0	1	0
686	1	10	11	0	28	277	0	1	0
687	1	1	12	0	28	277	0	1	0
687	1	2	10	0	28	277	0	1	0
687	1	3	2	0	28	277	0	1	0
687	1	5	15	0	28	277	0	1	0
687	1	6	1	0	28	277	0	1	0
687	1	7	9	0	28	277	0	1	0
687	1	8	16	0	28	277	0	1	0
687	1	10	11	0	28	277	0	1	0
688	1	1	12	0	28	277	0	1	0
688	1	2	10	0	28	277	0	1	0
688	1	4	3	0	28	277	0	1	0
688	1	5	15	0	28	277	0	1	0
688	1	7	9	0	28	277	0	1	0
688	1	8	16	0	28	277	0	1	0
688	1	9	4	0	28	277	0	1	0
688	1	10	11	0	28	277	0	1	0
689	1	1	12	0	28	277	0	1	0
689	1	2	10	0	28	277	0	1	0
689	1	3	2	0	28	277	0	1	0
689	1	4	3	0	28	277	0	1	0
689	1	6	1	0	28	277	0	1	0
689	1	7	9	0	28	277	0	1	0
689	1	9	4	0	28	277	0	1	0
689	1	10	11	0	28	277	0	1	0
690	1	2	10	0	28	277	0	1	0
690	1	3	2	0	28	277	0	1	0
690	1	4	3	0	28	277	0	1	0
690	1	5	15	0	28	277	0	1	0
690	1	6	1	0	28	277	0	1	0
690	1	7	9	0	28	277	0	1	0
690	1	8	16	0	28	277	0	1	0
690	1	9	4	0	28	277	0	1	0
691	1	1	12	0	28	277	0	1	0
691	1	3	2	0	28	277	0	1	0
691	1	4	3	0	28	277	0	1	0
691	1	5	15	0	28	277	0	1	0
691	1	6	1	0	28	277	0	1	0
691	1	8	16	0	28	277	0	1	0
691	1	9	4	0	28	277	0	1	0
691	1	10	11	0	28	277	0	1	0
692	1	1	12	0	28	277	0	1	0
692	1	2	10	0	28	277	0	1	0
692	1	3	2	0	28	277	0	1	0
692	1	5	15	0	28	277	0	1	0
692	1	6	1	0	28	277	0	1	0
692	1	7	9	0	28	277	0	1	0
692	1	8	16	0	28	277	0	1	0
692	1	10	11	0	28	277	0	1	0
693	1	1	12	0	28	277	0	1	0
693	1	2	10	0	28	277	0	1	0
693	1	4	3	0	28	277	0	1	0
693	1	5	15	0	28	277	0	1	0
693	1	7	9	0	28	277	0	1	0
693	1	8	16	0	28	277	0	1	0
693	1	9	4	0	28	277	0	1	0
693	1	10	11	0	28	277	0	1	0
694	1	1	12	0	28	277	0	1	0
694	1	2	10	0	28	277	0	1	0
694	1	3	2	0	28	277	0	1	0
694	1	4	3	0	28	277	0	1	0
694	1	6	1	0	28	277	0	1	0
694	1	7	9	0	28	277	0	1	0
694	1	9	4	0	28	277	0	1	0
694	1	10	11	0	28	277	0	1	0
695	1	2	10	0	28	277	0	1	0
695	1	3	2	0	28	277	0	1	0
695	1	4	3	0	28	277	0	1	0
695	1	5	15	0	28	277	0	1	0
695	1	6	1	0	28	277	0	1	0
695	1	7	9	0	28	277	0	1	0
695	1	8	16	0	28	277	0	1	0
695	1	9	4	0	28	277	0	1	0
696	1	1	12	0	28	277	0	1	0
696	1	3	2	0	28	277	0	1	0
696	1	4	3	0	28	277	0	1	0
696	1	5	15	0	28	277	0	1	0
696	1	6	1	0	28	277	0	1	0
696	1	8	16	0	28	277	0	1	0
696	1	9	4	0	28	277	0	1	0
696	1	10	11	0	28	277	0	1	0
697	1	1	12	0	28	277	0	1	0
697	1	2	10	0	28	277	0	1	0
697	1	3	2	0	28	277	0	1	0
697	1	5	15	0	28	277	0	1	0
697	1	6	1	0	28	277	0	1	0
697	1	7	9	0	28	277	0	1	0
697	1	8	16	0	28	277	0	1	0
697	1	10	11	0	28	277	0	1	0
698	1	1	12	0	28	277	0	1	0
698	1	2	10	0	28	277	0	1	0
698	1	4	3	0	28	277	0	1	0
698	1	5	15	0	28	277	0	1	0
698	1	7	9	0	28	277	0	1	0
